Applicant_ID,Sex,Employment_Gaps,College_Club,Resume_Keywords,Education_Level,Years_Experience,Skills,Position_Level,Certifications,Programming_Languages,Project_Count,GPA,Hired
98,Male,0,Tech Club,innovated,Bachelor's,7.0,system architecture,Mid,Google Analytics Certified,Python,4.0,3.42,1
172,Male,0,Student Council,strategic,Bachelor's,10.0,software engineering,Mid,Certified Scrum Master,JavaScript,6.0,2.72,1
551,Male,0,Student Council,led,Master's,8.0,data analysis,Entry,AWS Certified,JavaScript,1.0,3.6,1
230,Male,0,Fraternity,led,Bachelor's,7.0,machine learning,Entry,Certified Scrum Master,Python,0.0,3.85,0
488,Male,0,Coding Society,support,Bachelor's,4.0,machine learning,Mid,PMP,Python,3.0,3.36,0
708,Male,1,Tech Club,led,Bachelor's,5.0,data analysis,Mid,Google Analytics Certified,Python,5.0,3.57,0
261,Male,0,Fraternity,innovated,Bachelor's,3.0,machine learning,Mid,PMP,Python,3.0,4.0,0
991,Female,1,Student Council,innovated,Bachelor's,3.0,machine learning,Entry,AWS Certified,Python,15.0,3.12,0
147,Male,0,Community Service,achieved,Master's,10.0,system architecture,Mid,AWS Certified,C++,0.0,3.06,1
652,Male,0,Fraternity,led,Bachelor's,9.0,system architecture,Entry,AWS Certified,Python,16.0,3.32,1
896,Female,0,Community Service,organized,Master's,6.0,project management,Mid,Certified Scrum Master,C++,11.0,3.26,1
331,Male,0,Coding Society,led,Master's,4.0,software engineering,Entry,Google Analytics Certified,Java,0.0,4.0,0
569,Male,1,Coding Society,collaborative,Master's,8.0,customer service,Senior,Certified Scrum Master,Java,19.0,3.73,1
543,Male,0,Coding Society,collaborative,Bachelor's,10.0,system architecture,Mid,AWS Certified,C++,2.0,3.25,1
871,Female,0,Student Council,organized,Bachelor's,10.0,data analysis,Mid,None,C++,13.0,4.0,1
546,Male,0,Fraternity,achieved,Bachelor's,4.0,customer service,Mid,Google Analytics Certified,JavaScript,3.0,3.12,0
577,Male,0,Tech Club,organized,Bachelor's,9.0,machine learning,Entry,Certified Scrum Master,SQL,11.0,3.99,1
668,Male,0,Student Council,innovated,Bachelor's,11.0,data analysis,Mid,AWS Certified,SQL,2.0,4.0,1
711,Male,0,Tech Club,innovated,Bachelor's,7.0,data analysis,Entry,AWS Certified,Python,1.0,2.65,0
611,Male,0,Community Service,collaborative,Master's,9.0,machine learning,Mid,Google Analytics Certified,C++,4.0,4.0,1
828,Female,0,Student Council,led,Bachelor's,0.0,software engineering,Entry,Google Analytics Certified,C++,14.0,3.64,0
431,Male,0,Fraternity,innovated,Master's,11.0,machine learning,Mid,Certified Scrum Master,Python,19.0,3.6,1
757,Male,0,Student Council,achieved,Bachelor's,3.0,system architecture,Entry,PMP,Python,3.0,3.7,0
609,Male,0,Tech Club,innovated,PhD,4.0,software engineering,Mid,Google Analytics Certified,SQL,3.0,3.42,0
262,Male,2,Community Service,innovated,Master's,5.0,system architecture,Entry,Google Analytics Certified,Java,1.0,3.76,0
740,Male,0,Fraternity,strategic,Master's,9.0,software engineering,Entry,PMP,C++,9.0,2.76,1
698,Male,0,Tech Club,led,Master's,7.0,data analysis,Senior,AWS Certified,JavaScript,9.0,2.53,1
961,Female,0,Coding Society,innovated,Master's,4.0,software engineering,Entry,AWS Certified,C++,9.0,3.38,0
236,Male,0,Fraternity,achieved,Bachelor's,7.0,data analysis,Entry,Google Analytics Certified,C++,5.0,2.82,0
167,Male,0,Community Service,innovated,PhD,10.0,machine learning,Entry,PMP,Java,1.0,3.17,1
890,Female,0,Student Council,organized,Bachelor's,13.0,data analysis,Entry,Google Analytics Certified,Java,10.0,2.74,1
143,Male,0,Coding Society,innovated,Master's,8.0,system architecture,Entry,Certified Scrum Master,Java,11.0,3.11,1
775,Male,0,Community Service,achieved,Master's,10.0,machine learning,Entry,Certified Scrum Master,Python,2.0,3.45,1
305,Male,0,Coding Society,helped,Bachelor's,7.0,machine learning,Mid,Google Analytics Certified,SQL,6.0,3.27,1
780,Male,0,Community Service,led,Master's,3.0,software engineering,Entry,Certified Scrum Master,Java,6.0,3.3,0
734,Male,0,Fraternity,organized,Master's,9.0,machine learning,Mid,Certified Scrum Master,C++,16.0,3.5,1
982,Female,1,Student Council,collaborative,Master's,5.0,project management,Mid,Certified Scrum Master,JavaScript,0.0,3.7,0
929,Female,1,Community Service,helped,Master's,8.0,project management,Mid,Google Analytics Certified,SQL,10.0,4.0,1
333,Male,0,Tech Club,innovated,Bachelor's,6.0,system architecture,Mid,AWS Certified,JavaScript,12.0,3.75,1
248,Male,2,Tech Club,collaborative,Bachelor's,0.0,system architecture,Mid,Google Analytics Certified,Python,1.0,3.5,0
624,Male,0,Student Council,helped,Master's,6.0,system architecture,Senior,Google Analytics Certified,C++,2.0,3.56,0
429,Male,0,Coding Society,led,Master's,5.0,software engineering,Mid,AWS Certified,Java,6.0,2.72,1
95,Male,0,Tech Club,led,Bachelor's,9.0,software engineering,Mid,None,Python,2.0,3.62,1
381,Male,0,Tech Club,collaborative,Bachelor's,7.0,system architecture,Mid,Certified Scrum Master,Python,3.0,2.94,1
26,Male,0,Fraternity,led,Bachelor's,6.0,software engineering,Mid,Certified Scrum Master,Python,9.0,4.0,1
86,Male,0,Fraternity,achieved,Master's,10.0,software engineering,Senior,PMP,Python,5.0,3.44,1
709,Male,0,Coding Society,strategic,Bachelor's,8.0,machine learning,Entry,None,Python,3.0,3.39,0
745,Male,0,Fraternity,innovated,Bachelor's,12.0,system architecture,Mid,Google Analytics Certified,Java,0.0,3.71,1
625,Male,0,Tech Club,led,Bachelor's,4.0,system architecture,Entry,Certified Scrum Master,JavaScript,8.0,3.32,0
423,Male,0,Tech Club,innovated,Master's,13.0,software engineering,Mid,AWS Certified,Java,7.0,3.71,1
689,Male,0,Coding Society,achieved,Bachelor's,10.0,software engineering,Mid,None,Python,1.0,3.49,1
477,Male,0,Community Service,strategic,PhD,8.0,software engineering,Entry,PMP,Python,6.0,4.0,1
339,Male,0,Tech Club,strategic,Master's,9.0,software engineering,Mid,PMP,Java,10.0,3.63,1
754,Male,0,Tech Club,led,Master's,8.0,machine learning,Senior,Google Analytics Certified,Python,0.0,4.0,1
593,Male,0,Tech Club,achieved,Master's,5.0,system architecture,Entry,PMP,Java,2.0,2.97,0
462,Male,0,Coding Society,support,Bachelor's,10.0,software engineering,Mid,Google Analytics Certified,Java,4.0,3.59,1
559,Male,0,Community Service,strategic,Bachelor's,17.0,data analysis,Mid,Certified Scrum Master,Python,3.0,3.74,1
278,Male,0,Student Council,achieved,Bachelor's,10.0,system architecture,Mid,Certified Scrum Master,JavaScript,12.0,3.81,1
442,Male,2,Tech Club,achieved,Master's,6.0,software engineering,Entry,Certified Scrum Master,Python,6.0,3.36,0
224,Male,0,Student Council,led,Bachelor's,11.0,customer service,Mid,PMP,JavaScript,5.0,3.28,1
783,Male,0,Fraternity,organized,Bachelor's,8.0,machine learning,Senior,PMP,Java,7.0,3.43,1
277,Male,0,Tech Club,innovated,Master's,14.0,system architecture,Mid,Certified Scrum Master,Java,5.0,2.69,1
938,Female,2,Student Council,support,Bachelor's,2.0,software engineering,Senior,AWS Certified,C++,12.0,2.95,0
65,Male,0,Fraternity,strategic,Master's,11.0,software engineering,Senior,Certified Scrum Master,Python,6.0,3.31,1
643,Male,0,Coding Society,innovated,Bachelor's,3.0,software engineering,Entry,AWS Certified,C++,10.0,3.67,0
313,Male,0,Coding Society,achieved,Master's,7.0,machine learning,Entry,AWS Certified,JavaScript,2.0,3.85,1
545,Male,0,Student Council,strategic,Master's,4.0,system architecture,Mid,Google Analytics Certified,Java,15.0,4.0,0
533,Male,2,Coding Society,led,Bachelor's,9.0,system architecture,Mid,Google Analytics Certified,Java,4.0,4.0,1
6,Male,0,Coding Society,innovated,Master's,5.0,system architecture,Entry,Certified Scrum Master,Java,1.0,4.0,0
312,Male,0,Community Service,support,Master's,6.0,machine learning,Senior,Google Analytics Certified,Python,12.0,3.86,1
127,Male,1,Tech Club,innovated,Master's,2.0,system architecture,Entry,Certified Scrum Master,C++,7.0,3.18,0
386,Male,1,Fraternity,achieved,Master's,4.0,machine learning,Senior,Certified Scrum Master,Python,2.0,3.6,0
281,Male,1,Coding Society,led,Bachelor's,3.0,data analysis,Senior,PMP,JavaScript,0.0,4.0,0
809,Female,0,Coding Society,support,Bachelor's,6.0,customer service,Entry,Certified Scrum Master,JavaScript,1.0,3.51,0
725,Male,0,Coding Society,led,Bachelor's,1.0,system architecture,Mid,Google Analytics Certified,Java,3.0,3.49,0
920,Female,0,Women in Tech,collaborative,Master's,0.0,system architecture,Mid,AWS Certified,Java,3.0,3.59,0
582,Male,2,Fraternity,support,Master's,3.0,software engineering,Entry,PMP,JavaScript,3.0,3.44,0
528,Male,0,Fraternity,organized,Master's,4.0,software engineering,Mid,PMP,C++,4.0,3.97,0
322,Male,0,Tech Club,innovated,Bachelor's,11.0,machine learning,Entry,AWS Certified,Python,7.0,3.98,1
446,Male,1,Tech Club,led,Master's,7.0,software engineering,Mid,Google Analytics Certified,C++,7.0,3.77,1
438,Male,1,Coding Society,led,Master's,10.0,software engineering,Entry,Certified Scrum Master,C++,8.0,3.94,1
437,Male,0,Fraternity,led,Bachelor's,11.0,customer service,Senior,Certified Scrum Master,Java,2.0,3.57,1
324,Male,0,Tech Club,led,Master's,0.0,software engineering,Mid,PMP,Java,7.0,3.16,0
612,Male,0,Coding Society,strategic,Bachelor's,5.0,data analysis,Entry,Google Analytics Certified,Python,3.0,3.25,0
139,Male,0,Fraternity,strategic,Master's,12.0,software engineering,Mid,AWS Certified,Java,4.0,3.59,1
524,Male,1,Tech Club,led,Bachelor's,6.0,project management,Senior,PMP,Java,1.0,2.88,0
751,Male,0,Coding Society,led,Master's,9.0,customer service,Entry,PMP,Python,5.0,3.41,1
41,Male,0,Coding Society,support,Bachelor's,6.0,machine learning,Mid,Certified Scrum Master,JavaScript,1.0,3.31,0
557,Male,0,Coding Society,achieved,Bachelor's,10.0,project management,Senior,Google Analytics Certified,C++,2.0,3.29,1
889,Female,0,Community Service,organized,Master's,7.0,data analysis,Mid,PMP,C++,6.0,3.0,1
316,Male,0,Coding Society,strategic,Master's,4.0,customer service,Entry,Google Analytics Certified,Python,2.0,3.85,0
814,Female,2,Tech Club,innovated,Master's,2.0,software engineering,Entry,Certified Scrum Master,JavaScript,5.0,4.0,0
404,Male,1,Coding Society,led,Bachelor's,5.0,machine learning,Mid,Certified Scrum Master,C++,1.0,3.06,0
184,Male,1,Student Council,led,Bachelor's,6.0,software engineering,Mid,Google Analytics Certified,C++,9.0,3.14,0
615,Male,1,Fraternity,led,Bachelor's,5.0,data analysis,Entry,PMP,Python,12.0,4.0,0
338,Male,0,Coding Society,led,Master's,13.0,machine learning,Mid,Certified Scrum Master,C++,5.0,3.59,1
468,Male,1,Fraternity,strategic,Master's,4.0,project management,Senior,PMP,Python,7.0,3.83,0
79,Male,0,Tech Club,organized,Bachelor's,10.0,data analysis,Entry,Google Analytics Certified,JavaScript,4.0,3.56,1
499,Male,2,Fraternity,organized,Bachelor's,7.0,machine learning,Entry,PMP,Python,4.0,3.7,0
719,Male,0,Student Council,collaborative,Bachelor's,10.0,machine learning,Entry,Certified Scrum Master,JavaScript,11.0,3.52,1
965,Female,0,Community Service,organized,Bachelor's,8.0,software engineering,Senior,Certified Scrum Master,Java,2.0,4.0,1
758,Male,0,Fraternity,support,Bachelor's,7.0,software engineering,Mid,Google Analytics Certified,C++,10.0,3.11,1
122,Male,1,Student Council,achieved,Bachelor's,9.0,software engineering,Entry,PMP,JavaScript,1.0,3.05,1
50,Male,0,Tech Club,strategic,Bachelor's,9.0,machine learning,Mid,PMP,Python,9.0,3.98,1
436,Male,0,Tech Club,led,Bachelor's,3.0,system architecture,Entry,PMP,C++,4.0,4.0,0
535,Male,0,Fraternity,innovated,Bachelor's,11.0,software engineering,Senior,Google Analytics Certified,Python,5.0,3.15,1
73,Male,0,Tech Club,led,Bachelor's,6.0,customer service,Entry,Certified Scrum Master,JavaScript,8.0,3.9,0
425,Male,0,Student Council,led,Master's,13.0,system architecture,Entry,Google Analytics Certified,Java,13.0,3.27,1
243,Male,1,Community Service,achieved,Master's,8.0,system architecture,Entry,PMP,Python,9.0,3.28,1
739,Male,0,Fraternity,organized,Master's,11.0,machine learning,Entry,Google Analytics Certified,SQL,10.0,3.35,1
3,Male,0,Community Service,helped,Bachelor's,5.0,customer service,Senior,Google Analytics Certified,JavaScript,0.0,3.18,0
662,Male,2,Coding Society,support,Master's,3.0,machine learning,Mid,AWS Certified,JavaScript,3.0,3.65,0
31,Male,0,Tech Club,strategic,Bachelor's,10.0,software engineering,Senior,AWS Certified,Python,5.0,3.01,1
608,Male,0,Community Service,led,Bachelor's,7.0,system architecture,Senior,AWS Certified,Java,8.0,3.64,1
563,Male,0,Community Service,strategic,Bachelor's,10.0,software engineering,Entry,PMP,JavaScript,1.0,3.52,1
307,Male,0,Coding Society,strategic,Bachelor's,8.0,data analysis,Entry,Google Analytics Certified,Java,1.0,3.61,0
63,Male,1,Community Service,collaborative,Master's,4.0,software engineering,Entry,AWS Certified,Python,1.0,4.0,0
137,Male,0,Community Service,strategic,Master's,3.0,system architecture,Mid,PMP,JavaScript,5.0,3.38,0
400,Male,0,Coding Society,innovated,Master's,7.0,software engineering,Mid,PMP,Java,4.0,3.83,1
247,Male,0,Tech Club,strategic,Master's,8.0,software engineering,Senior,PMP,SQL,3.0,3.76,1
81,Male,1,Community Service,strategic,Master's,8.0,software engineering,Mid,PMP,Python,3.0,4.0,1
562,Male,0,Tech Club,innovated,Master's,7.0,machine learning,Senior,Google Analytics Certified,Python,9.0,3.08,1
245,Male,0,Community Service,support,Master's,8.0,system architecture,Mid,Certified Scrum Master,Python,7.0,2.84,1
696,Male,0,Tech Club,achieved,Bachelor's,4.0,system architecture,Mid,Google Analytics Certified,JavaScript,2.0,4.0,0
5,Male,0,Community Service,led,Master's,6.0,software engineering,Senior,AWS Certified,C++,3.0,3.05,1
963,Female,0,Student Council,collaborative,Bachelor's,3.0,software engineering,Senior,Certified Scrum Master,JavaScript,1.0,4.0,0
237,Male,0,Community Service,support,Bachelor's,13.0,system architecture,Entry,Certified Scrum Master,Python,9.0,3.16,1
642,Male,0,Community Service,strategic,PhD,4.0,system architecture,Mid,Google Analytics Certified,JavaScript,9.0,3.59,0
531,Male,1,Fraternity,innovated,Bachelor's,11.0,customer service,Entry,Certified Scrum Master,Python,9.0,3.23,1
235,Male,0,Coding Society,innovated,Bachelor's,7.0,system architecture,Entry,AWS Certified,None,8.0,3.34,0
498,Male,0,Fraternity,support,Master's,8.0,system architecture,Entry,AWS Certified,Java,6.0,3.82,1
590,Male,0,Coding Society,innovated,Bachelor's,8.0,customer service,Senior,PMP,Java,2.0,4.0,1
836,Female,0,Community Service,organized,Bachelor's,7.0,customer service,Entry,AWS Certified,Python,1.0,3.41,0
923,Female,1,Community Service,organized,Master's,7.0,software engineering,Entry,Certified Scrum Master,JavaScript,4.0,2.62,0
328,Male,0,Community Service,strategic,Master's,5.0,machine learning,Mid,AWS Certified,C++,9.0,4.0,1
660,Male,0,Fraternity,innovated,PhD,7.0,customer service,Entry,Google Analytics Certified,Python,3.0,2.73,0
782,Male,0,Student Council,collaborative,Bachelor's,5.0,software engineering,Entry,Google Analytics Certified,Python,4.0,4.0,0
900,Female,0,Student Council,strategic,Master's,6.0,machine learning,Mid,AWS Certified,C++,3.0,2.65,1
241,Male,1,Community Service,innovated,Bachelor's,14.0,software engineering,Mid,AWS Certified,Python,5.0,3.54,1
497,Male,0,Coding Society,achieved,Master's,7.0,system architecture,Senior,Google Analytics Certified,Python,1.0,3.75,1
465,Male,2,Student Council,innovated,Bachelor's,1.0,software engineering,Entry,AWS Certified,Java,9.0,3.31,0
613,Male,0,Coding Society,led,Bachelor's,10.0,system architecture,Senior,PMP,SQL,2.0,2.64,1
495,Male,0,Coding Society,achieved,Master's,8.0,machine learning,Senior,Certified Scrum Master,Python,1.0,3.09,1
327,Male,0,Tech Club,collaborative,Master's,4.0,project management,Entry,PMP,C++,10.0,4.0,0
430,Male,0,Community Service,support,Master's,4.0,software engineering,Entry,Google Analytics Certified,C++,3.0,3.18,0
151,Male,1,Coding Society,led,Master's,12.0,machine learning,Senior,Certified Scrum Master,Java,0.0,4.0,1
180,Male,0,Coding Society,achieved,Master's,7.0,software engineering,Entry,AWS Certified,Python,2.0,3.88,1
587,Male,0,Coding Society,strategic,Bachelor's,4.0,system architecture,Mid,AWS Certified,Java,1.0,3.03,0
909,Female,0,Women in Tech,collaborative,Master's,6.0,software engineering,Mid,Google Analytics Certified,Python,2.0,3.19,1
343,Male,0,Community Service,strategic,Master's,11.0,software engineering,Mid,Certified Scrum Master,Java,0.0,3.62,1
29,Male,0,Fraternity,led,Master's,3.0,software engineering,Entry,Google Analytics Certified,SQL,6.0,4.0,0
414,Male,0,Tech Club,strategic,Bachelor's,11.0,software engineering,Senior,PMP,Java,1.0,3.1,1
788,Male,0,Coding Society,strategic,Bachelor's,10.0,project management,Mid,AWS Certified,C++,3.0,4.0,1
736,Male,1,Community Service,innovated,Bachelor's,1.0,machine learning,Senior,PMP,SQL,4.0,3.65,0
49,Male,0,Community Service,achieved,Bachelor's,5.0,system architecture,Entry,None,Java,12.0,4.0,0
293,Male,1,Coding Society,led,Bachelor's,6.0,data analysis,Mid,PMP,Java,10.0,2.97,0
314,Male,2,Community Service,innovated,Bachelor's,7.0,software engineering,Mid,AWS Certified,Python,7.0,4.0,1
571,Male,0,Coding Society,achieved,Bachelor's,3.0,data analysis,Mid,Certified Scrum Master,JavaScript,2.0,3.36,0
214,Male,0,Community Service,organized,Master's,3.0,system architecture,Senior,PMP,JavaScript,8.0,4.0,0
674,Male,0,Community Service,strategic,Bachelor's,5.0,machine learning,Mid,AWS Certified,C++,4.0,3.39,0
764,Male,0,Fraternity,achieved,Bachelor's,8.0,software engineering,Mid,Certified Scrum Master,Java,3.0,3.86,1
417,Male,0,Tech Club,led,Bachelor's,3.0,machine learning,Mid,AWS Certified,C++,6.0,3.64,0
881,Female,0,Community Service,collaborative,Master's,5.0,software engineering,Mid,PMP,SQL,8.0,2.65,0
737,Male,0,Fraternity,organized,Master's,6.0,system architecture,Entry,Google Analytics Certified,Python,2.0,3.7,0
897,Female,0,Community Service,support,Bachelor's,2.0,software engineering,Entry,Certified Scrum Master,C++,2.0,3.25,0
55,Male,0,Student Council,collaborative,Master's,12.0,software engineering,Mid,AWS Certified,JavaScript,1.0,3.83,1
383,Male,0,Student Council,helped,Bachelor's,8.0,system architecture,Entry,AWS Certified,C++,4.0,4.0,1
218,Male,0,Coding Society,led,Bachelor's,4.0,system architecture,Entry,Certified Scrum Master,SQL,7.0,2.99,0
77,Male,0,Fraternity,led,PhD,3.0,project management,Mid,PMP,Java,3.0,3.55,0
59,Male,0,Fraternity,innovated,Bachelor's,2.0,software engineering,Mid,Certified Scrum Master,Python,10.0,3.94,0
105,Male,1,Student Council,innovated,Bachelor's,4.0,machine learning,Entry,PMP,Java,10.0,3.43,0
627,Male,0,Tech Club,strategic,Bachelor's,8.0,data analysis,Entry,Certified Scrum Master,Java,4.0,3.51,1
784,Male,0,Coding Society,innovated,Master's,11.0,machine learning,Entry,AWS Certified,Python,2.0,3.21,1
882,Female,1,Student Council,organized,Master's,3.0,customer service,Entry,Certified Scrum Master,C++,8.0,3.7,0
825,Female,0,Community Service,collaborative,Bachelor's,14.0,customer service,Mid,None,Java,4.0,4.0,1
359,Male,1,Fraternity,achieved,Master's,5.0,software engineering,Entry,Google Analytics Certified,None,9.0,3.34,0
976,Female,0,Student Council,strategic,PhD,9.0,project management,Senior,Google Analytics Certified,Python,12.0,3.55,1
619,Male,1,Coding Society,collaborative,Master's,2.0,software engineering,Mid,AWS Certified,C++,3.0,2.94,0
803,Female,0,Women in Tech,organized,Master's,3.0,system architecture,Entry,None,C++,11.0,4.0,0
880,Female,0,Community Service,innovated,Bachelor's,4.0,machine learning,Entry,Google Analytics Certified,Python,2.0,3.47,0
646,Male,1,Community Service,led,Bachelor's,7.0,machine learning,Senior,Google Analytics Certified,C++,10.0,2.89,0
208,Male,0,Fraternity,support,Master's,13.0,system architecture,Mid,Certified Scrum Master,Python,3.0,3.74,1
272,Male,1,Community Service,led,Bachelor's,10.0,machine learning,Entry,PMP,JavaScript,5.0,3.01,1
870,Female,2,Community Service,collaborative,Bachelor's,4.0,customer service,Mid,PMP,JavaScript,11.0,3.31,0
164,Male,0,Coding Society,collaborative,Master's,4.0,system architecture,Entry,Certified Scrum Master,Java,8.0,3.22,0
61,Male,0,Community Service,strategic,Bachelor's,5.0,system architecture,Mid,PMP,Python,14.0,3.78,0
948,Female,2,Coding Society,support,Master's,6.0,software engineering,Mid,AWS Certified,C++,0.0,2.84,1
942,Female,0,Women in Tech,helped,Master's,5.0,project management,Entry,Certified Scrum Master,Java,3.0,3.0,0
886,Female,0,Women in Tech,organized,PhD,6.0,machine learning,Entry,Google Analytics Certified,Java,3.0,2.6,0
723,Male,0,Fraternity,innovated,PhD,8.0,software engineering,Senior,Certified Scrum Master,Python,3.0,3.65,1
391,Male,2,Tech Club,led,Bachelor's,4.0,software engineering,Entry,AWS Certified,Python,10.0,4.0,0
821,Female,1,Women in Tech,organized,Bachelor's,7.0,machine learning,Mid,Certified Scrum Master,Java,9.0,3.79,1
370,Male,0,Tech Club,innovated,Master's,13.0,system architecture,Entry,PMP,Python,1.0,3.95,1
494,Male,0,Tech Club,led,Master's,9.0,system architecture,Mid,Google Analytics Certified,JavaScript,4.0,4.0,1
242,Male,2,Community Service,strategic,Bachelor's,6.0,system architecture,Entry,AWS Certified,SQL,0.0,4.0,0
635,Male,0,Student Council,innovated,Bachelor's,8.0,project management,Senior,Google Analytics Certified,Java,5.0,4.0,1
47,Male,0,Tech Club,strategic,Bachelor's,4.0,data analysis,Mid,Google Analytics Certified,Java,2.0,3.71,0
592,Male,0,Student Council,collaborative,Bachelor's,3.0,data analysis,Mid,Certified Scrum Master,C++,4.0,3.65,0
724,Male,0,Tech Club,achieved,Bachelor's,8.0,software engineering,Entry,Google Analytics Certified,C++,5.0,3.16,1
284,Male,0,Tech Club,strategic,Master's,5.0,software engineering,Entry,AWS Certified,C++,6.0,3.4,0
8,Male,1,Community Service,innovated,Bachelor's,2.0,system architecture,Mid,Certified Scrum Master,C++,5.0,3.07,0
283,Male,0,Coding Society,achieved,Master's,7.0,machine learning,Mid,AWS Certified,Java,7.0,3.15,1
703,Male,0,Fraternity,strategic,Bachelor's,6.0,system architecture,Entry,PMP,C++,3.0,3.65,0
111,Male,0,Community Service,strategic,Master's,8.0,system architecture,Senior,AWS Certified,Java,9.0,3.47,1
522,Male,0,Student Council,strategic,Bachelor's,7.0,software engineering,Entry,AWS Certified,C++,4.0,3.67,1
135,Male,1,Coding Society,innovated,Bachelor's,11.0,software engineering,Mid,AWS Certified,C++,14.0,3.1,1
568,Male,0,Tech Club,led,Master's,9.0,system architecture,Mid,AWS Certified,Python,0.0,3.35,1
232,Male,0,Tech Club,strategic,Master's,7.0,software engineering,Entry,PMP,SQL,6.0,4.0,1
113,Male,1,Tech Club,strategic,Master's,6.0,system architecture,Entry,AWS Certified,C++,5.0,3.23,0
866,Female,0,Student Council,support,Bachelor's,7.0,machine learning,Entry,Google Analytics Certified,C++,11.0,3.52,0
160,Male,0,Tech Club,innovated,Bachelor's,4.0,system architecture,Mid,PMP,Python,1.0,3.31,0
687,Male,0,Student Council,strategic,PhD,12.0,machine learning,Senior,Google Analytics Certified,Python,13.0,3.42,1
17,Male,0,Tech Club,led,Master's,4.0,project management,Senior,Google Analytics Certified,Java,3.0,4.0,0
670,Male,0,Community Service,led,Bachelor's,8.0,system architecture,Entry,Google Analytics Certified,Python,7.0,3.04,0
690,Male,0,Community Service,achieved,Bachelor's,6.0,software engineering,Mid,AWS Certified,JavaScript,16.0,3.55,1
651,Male,0,Tech Club,led,Master's,9.0,machine learning,Entry,PMP,JavaScript,5.0,2.92,1
250,Male,1,Coding Society,strategic,Master's,7.0,project management,Mid,None,C++,6.0,3.59,1
345,Male,0,Coding Society,helped,Bachelor's,7.0,data analysis,Entry,AWS Certified,C++,11.0,2.96,0
69,Male,0,Fraternity,strategic,Bachelor's,4.0,software engineering,Entry,Certified Scrum Master,JavaScript,7.0,3.41,0
805,Female,0,Women in Tech,support,Bachelor's,5.0,machine learning,Entry,PMP,Python,0.0,4.0,0
449,Male,0,Student Council,strategic,Master's,5.0,software engineering,Entry,AWS Certified,JavaScript,5.0,3.17,0
405,Male,0,Coding Society,innovated,Master's,0.0,machine learning,Entry,PMP,JavaScript,7.0,3.44,0
547,Male,0,Community Service,strategic,Bachelor's,7.0,machine learning,Entry,Certified Scrum Master,Python,7.0,2.67,0
915,Female,0,Women in Tech,collaborative,PhD,0.0,data analysis,Senior,Certified Scrum Master,Python,3.0,3.64,0
82,Male,0,Tech Club,strategic,Master's,10.0,software engineering,Senior,PMP,Java,7.0,3.69,1
140,Male,2,Coding Society,support,Bachelor's,4.0,customer service,Senior,PMP,SQL,13.0,3.07,0
504,Male,1,Fraternity,organized,Bachelor's,5.0,machine learning,Senior,PMP,JavaScript,5.0,3.88,0
639,Male,0,Student Council,organized,Bachelor's,7.0,machine learning,Entry,PMP,Java,7.0,3.01,0
133,Male,0,Tech Club,achieved,PhD,11.0,machine learning,Senior,Certified Scrum Master,JavaScript,3.0,3.49,1
393,Male,0,Tech Club,achieved,Master's,5.0,software engineering,Entry,Google Analytics Certified,Java,7.0,3.45,0
596,Male,0,Coding Society,innovated,Master's,6.0,software engineering,Entry,Certified Scrum Master,Python,1.0,3.61,0
733,Male,0,Coding Society,strategic,Bachelor's,9.0,software engineering,Senior,AWS Certified,Python,5.0,3.89,1
321,Male,0,Tech Club,helped,Master's,10.0,data analysis,Mid,AWS Certified,JavaScript,11.0,3.33,1
301,Male,0,Tech Club,collaborative,Bachelor's,7.0,software engineering,Entry,AWS Certified,C++,1.0,2.79,0
394,Male,0,Coding Society,strategic,Bachelor's,2.0,software engineering,Mid,Google Analytics Certified,Java,9.0,2.91,0
981,Female,0,Coding Society,support,Master's,8.0,data analysis,Entry,AWS Certified,C++,6.0,3.71,1
622,Male,0,Tech Club,support,Bachelor's,7.0,customer service,Mid,Google Analytics Certified,Java,6.0,3.35,1
826,Female,2,Community Service,organized,Bachelor's,2.0,system architecture,Mid,Google Analytics Certified,SQL,8.0,4.0,0
38,Male,0,Coding Society,strategic,PhD,1.0,software engineering,Entry,PMP,JavaScript,0.0,2.83,0
517,Male,0,Coding Society,strategic,Bachelor's,7.0,data analysis,Senior,Google Analytics Certified,JavaScript,3.0,3.63,0
632,Male,1,Fraternity,innovated,Bachelor's,11.0,software engineering,Entry,Certified Scrum Master,Java,17.0,4.0,1
943,Female,1,Student Council,collaborative,Bachelor's,0.0,software engineering,Senior,PMP,SQL,22.0,4.0,0
848,Female,2,Coding Society,collaborative,Master's,7.0,customer service,Mid,Google Analytics Certified,JavaScript,3.0,3.79,1
10,Male,0,Fraternity,achieved,Bachelor's,7.0,software engineering,Senior,None,Python,13.0,3.88,1
185,Male,0,Tech Club,innovated,Master's,4.0,system architecture,Senior,PMP,C++,4.0,4.0,0
700,Male,0,Coding Society,innovated,Bachelor's,9.0,project management,Entry,Certified Scrum Master,C++,8.0,2.92,1
22,Male,0,Fraternity,achieved,Bachelor's,9.0,data analysis,Mid,PMP,Java,7.0,3.38,1
529,Male,0,Community Service,strategic,PhD,14.0,software engineering,Senior,PMP,JavaScript,6.0,3.85,1
514,Male,1,Tech Club,achieved,Master's,10.0,system architecture,Entry,AWS Certified,Python,6.0,3.63,1
