Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
246,Female,Black,35,University of California Los Angeles,3.5,Computer Engineering,Cornell University,3.6,Computer Engineering,Society of Women Engineers,Varsity Volleyball,Engineers without Borders,Rocket Club,ASME,Electric Vehicles Club,Aviation Club,CAD,Matlab,Communication,Math,ROS,1,
247,Female,Hispanic,26,University of Texas Southwestern Medical Center,3.5,Physics,,,,Society of Women Engineers,Varsity Women's Track & Field,Engineers without Borders,Tau Beta Pi,Aviation Club,Economics Club,,Presenting,Coding,CAD,Matlab,,1,
248,Female,White,39,University of Tokyo,3.3,Mathematics,,,,Varsity Volleyball,Sorority,Engineers without Borders,Robotics Club,Rocket Club,Hacking Club,,Simulink,Python,CAD,Experimental Design,,1,
249,Female,Unspecified,27,University of Cambridge,3.5,Aerospace Engineering,Columbia University,3.6,Physics,Sorority,Varsity Field Hockey,AIAA,Habitat for Humanity,Economics Club,Hacking Club,Tau Beta Pi,C++,Python,Math,Coding,Presenting,1,
250,Male,Hispanic,41,University of Tokyo,3.5,Electrical Engineering,,,,Fraternity 2,Fraternity 3,Rocket Club,Engineers without Borders,AIAA,Aviation Club,,ROS,Matlab,LaTeX,Communication,,1,
251,Male,White,58,Weizmann Institute of Science,3.5,Mathematics,Johns Hopkins University,3.5,Mathematics,Fraternity 2,Varsity Football,Student Government,Aviation Club,IEEE,Hacking Club,Robotics Club,C++,Prototyping,Robotics,Experimental Design,ROS,1,
252,Male,White,24,Kyoto University,3.4,Mechanical Engineering,,,,Fraternity 3,Varsity Football,Habitat for Humanity,Hacking Club,IEEE,Ultimate Frisbee,,Communication,Microsoft Word,Presenting,C++,,1,
253,Male,Other,39,University of Illinois at Urbana–Champaign,3.4,Computer Engineering,,,,Varsity Men's Track & Field,Fraternity 1,Electric Vehicles Club,Aviation Club,Hacking Club,Rocket Club,,Experimental Design,Presenting,Simulink,Robotics,,1,
254,Male,White,52,Johns Hopkins University,3.6,Electrical Engineering,Columbia University,3.6,Mathematics,Varsity Men's Track & Field,Varsity Football,Habitat for Humanity,Ultimate Frisbee,IEEE,Tau Beta Pi,Hacking Club,C++,LaTeX,Python,Math,Matlab,1,
255,Male,Black,52,University of California San Diego,3.4,Mathematics,,,,Varsity Hockey,Varsity Football,Economics Club,Student Government,Hacking Club,Electric Vehicles Club,,Presenting,Experimental Design,Matlab,C++,,1,
256,Male,Asian,51,University of Pennsylvania,3.6,Electrical Engineering,Swiss Federal Institute of Technology in Zurich,3.7,Aerospace Engineering,Varsity Football,Fraternity 3,Engineers without Borders,Hacking Club,Electric Vehicles Club,Economics Club,ASME,Prototyping,Matlab,Simulink,Robotics,Microsoft Word,1,
257,Male,Unspecified,55,University of California Berkeley,3.5,Aerospace Engineering,Yale University,3.5,Mathematics,Fraternity 1,Fraternity 2,Hacking Club,Tau Beta Pi,IEEE,Aviation Club,Robotics Club,Matlab,Python,Microsoft Excel,Math,CAD,1,
258,Male,White,26,Harvard University,3.7,Computer Engineering,Yale University,3.6,Mathematics,Fraternity 2,Varsity Hockey,Economics Club,ASME,Aviation Club,Ultimate Frisbee,Tau Beta Pi,Coding,Robotics,CAD,Simulation,Communication,1,
259,Male,Hispanic,47,University of Tokyo,3.5,Electrical Engineering,,,,Varsity Men's Soccer,Fraternity 1,AIAA,ASME,Engineers without Borders,Economics Club,,Communication,Matlab,Microsoft Word,Coding,,1,
260,Male,White,62,University of California San Francisco,3.4,Aerospace Engineering,,,,Fraternity 2,Varsity Men's Track & Field,AIAA,Student Government,Engineers without Borders,ASME,,Presenting,Coding,Robotics,Communication,,1,
261,Male,Hispanic,64,Kyoto University,3.7,Mechanical Engineering,University of Tokyo,3.7,Electrical Engineering,Fraternity 3,Varsity Hockey,Habitat for Humanity,Rocket Club,Hacking Club,AIAA,Robotics Club,Prototyping,Experimental Design,Robotics,Presenting,Math,1,
262,Male,Asian,45,Weizmann Institute of Science,3.3,Mathematics,,,,Varsity Men's Soccer,Fraternity 2,Hacking Club,Engineers without Borders,Robotics Club,Rocket Club,,Robotics,Matlab,Microsoft Excel,Communication,,1,
263,Male,Black,33,University of Tokyo,3.5,Mathematics,California Institute of Technology,3.7,Electrical Engineering,Fraternity 2,Fraternity 1,Tau Beta Pi,AIAA,Electric Vehicles Club,Hacking Club,Rocket Club,Communication,C++,ROS,Prototyping,Math,1,
264,Male,Other,38,University of Illinois at Urbana–Champaign,3.3,Electrical Engineering,,,,Varsity Men's Track & Field,Fraternity 2,Hacking Club,Economics Club,ASME,Ultimate Frisbee,,Simulation,ROS,Robotics,Python,,1,
265,Male,Unspecified,61,University of California Los Angeles,3.6,Aerospace Engineering,University of California Berkeley,3.5,Electrical Engineering,Varsity Football,Varsity Men's Soccer,Tau Beta Pi,IEEE,Rocket Club,ASME,Engineers without Borders,Robotics,Python,Coding,CAD,LaTeX,1,
266,Male,White,31,University of Cambridge,3.5,Aerospace Engineering,University of Pennsylvania,3.7,Computer Engineering,Fraternity 3,Fraternity 2,Habitat for Humanity,Robotics Club,Aviation Club,AIAA,Tau Beta Pi,Presenting,Coding,Simulation,Experimental Design,Simulink,1,
267,Male,Unspecified,50,Kyoto University,3.6,Computer Engineering,University of Oxford,3.7,Aerospace Engineering,Fraternity 2,Varsity Men's Track & Field,Robotics Club,Engineers without Borders,Electric Vehicles Club,ASME,Rocket Club,Python,Robotics,Microsoft Excel,Presenting,Prototyping,1,
268,Male,Asian,32,University of Tokyo,3.7,Mathematics,California Institute of Technology,3.6,Aerospace Engineering,Varsity Hockey,Varsity Men's Soccer,Hacking Club,Tau Beta Pi,Engineers without Borders,Student Government,Habitat for Humanity,Python,Robotics,Matlab,Presenting,Microsoft Excel,1,
269,Male,Asian,57,University of Pennsylvania,3.7,Mechanical Engineering,Princeton University,3.5,Mathematics,Varsity Men's Track & Field,Fraternity 2,IEEE,Student Government,ASME,Economics Club,Engineers without Borders,LaTeX,Matlab,Simulink,Simulation,Coding,1,
270,Male,Black,37,California Institute of Technology,3.7,Mathematics,University of California Los Angeles,3.6,Computer Engineering,Varsity Men's Track & Field,Fraternity 3,Student Government,Ultimate Frisbee,AIAA,Economics Club,Engineers without Borders,LaTeX,Microsoft Word,Prototyping,Presenting,C++,1,
271,Male,Unspecified,32,University of Texas Southwestern Medical Center,3.5,Mechanical Engineering,,,,Fraternity 2,Fraternity 3,Hacking Club,Tau Beta Pi,Electric Vehicles Club,IEEE,,Matlab,Simulation,Math,Experimental Design,,1,
272,Male,Unspecified,56,Swiss Federal Institute of Technology in Zurich,3.5,Physics,Yale University,3.6,Computer Engineering,Fraternity 2,Varsity Men's Track & Field,AIAA,Student Government,Robotics Club,Rocket Club,Engineers without Borders,Prototyping,Matlab,Communication,CAD,Simulink,1,
273,Male,Unspecified,34,Kyoto University,3.5,Aerospace Engineering,,,,Fraternity 3,Varsity Hockey,Ultimate Frisbee,Economics Club,IEEE,Robotics Club,,Prototyping,Python,Experimental Design,Math,,1,
274,Male,Hispanic,34,Cornell University,3.6,Computer Engineering,Harvard University,3.6,Computer Engineering,Varsity Men's Track & Field,Fraternity 2,Hacking Club,Economics Club,Aviation Club,Engineers without Borders,Ultimate Frisbee,Presenting,CAD,ROS,Prototyping,Simulation,1,
275,Male,Asian,46,Massachusetts Institute of Technology,3.5,Mathematics,University of Tokyo,3.5,Electrical Engineering,Varsity Hockey,Varsity Men's Soccer,Electric Vehicles Club,Rocket Club,IEEE,Student Government,Robotics Club,Microsoft Word,Math,Communication,Prototyping,Presenting,1,
276,Male,Other,63,Swiss Federal Institute of Technology in Zurich,3.3,Aerospace Engineering,,,,Fraternity 1,Fraternity 2,Hacking Club,Aviation Club,Electric Vehicles Club,Economics Club,,Experimental Design,Microsoft Excel,Math,Coding,,1,
277,Male,Other,23,Duke University,3.5,Physics,,,,Varsity Football,Fraternity 2,Electric Vehicles Club,Aviation Club,ASME,Economics Club,,CAD,ROS,Microsoft Word,Python,,1,
278,Male,Asian,24,Swiss Federal Institute of Technology in Zurich,3.6,Aerospace Engineering,University of California Los Angeles,3.6,Mechanical Engineering,Varsity Men's Soccer,Fraternity 2,Habitat for Humanity,Aviation Club,ASME,Hacking Club,IEEE,Simulink,Simulation,Prototyping,LaTeX,Coding,1,
279,Male,Other,35,University of Chicago,3.7,Aerospace Engineering,University of Oxford,3.6,Computer Engineering,Varsity Men's Track & Field,Fraternity 2,AIAA,Student Government,Aviation Club,ASME,IEEE,Simulation,Math,Experimental Design,ROS,Robotics,1,
280,Male,Hispanic,38,Rockefeller University,3.5,Mathematics,,,,Varsity Men's Soccer,Fraternity 2,AIAA,ASME,Habitat for Humanity,Hacking Club,,Robotics,Python,Math,Communication,,1,
281,Male,Unspecified,54,Massachusetts Institute of Technology,3.6,Mechanical Engineering,University of Chicago,3.7,Physics,Varsity Men's Soccer,Fraternity 2,Robotics Club,Aviation Club,Ultimate Frisbee,ASME,IEEE,C++,Microsoft Excel,Experimental Design,Coding,Communication,1,
282,Male,Hispanic,28,University of Wisconsin–Madison,3.5,Mechanical Engineering,,,,Varsity Hockey,Fraternity 1,Ultimate Frisbee,Habitat for Humanity,AIAA,Student Government,,LaTeX,Presenting,Matlab,Microsoft Word,,1,
283,Male,Black,39,University of California Los Angeles,3.7,Electrical Engineering,Cornell University,3.5,Aerospace Engineering,Varsity Football,Fraternity 3,ASME,AIAA,Student Government,Rocket Club,Aviation Club,Simulink,Presenting,Microsoft Excel,Robotics,Microsoft Word,1,
284,Male,Hispanic,31,University of Texas Southwestern Medical Center,3.4,Mathematics,,,,Fraternity 2,Fraternity 1,Student Government,AIAA,ASME,Electric Vehicles Club,,Robotics,Prototyping,Simulation,Matlab,,1,
285,Male,Hispanic,63,University of California San Francisco,3.5,Mechanical Engineering,,,,Varsity Men's Soccer,Fraternity 2,Habitat for Humanity,Engineers without Borders,Economics Club,Tau Beta Pi,,Microsoft Word,Simulation,CAD,C++,,1,
286,Male,White,34,Imperial College London,3.5,Electrical Engineering,,,,Fraternity 3,Varsity Men's Soccer,Robotics Club,Habitat for Humanity,Ultimate Frisbee,Aviation Club,,Matlab,Math,Presenting,Robotics,,1,
287,Male,Other,51,Stanford University,3.5,Mechanical Engineering,Harvard University,3.7,Aerospace Engineering,Fraternity 1,Varsity Football,AIAA,IEEE,Robotics Club,Ultimate Frisbee,Engineers without Borders,Matlab,Math,Microsoft Excel,Prototyping,ROS,1,
288,Male,Other,32,Cornell University,3.5,Electrical Engineering,Cornell University,3.6,Aerospace Engineering,Varsity Football,Fraternity 2,Tau Beta Pi,Robotics Club,Habitat for Humanity,Economics Club,ASME,Microsoft Excel,ROS,Python,Math,C++,1,
289,Male,Hispanic,31,University of California Los Angeles,3.3,Aerospace Engineering,,,,Varsity Men's Soccer,Varsity Football,Engineers without Borders,Rocket Club,AIAA,Aviation Club,,Prototyping,Coding,Matlab,Communication,,1,
290,Male,Other,27,Princeton University,3.5,Electrical Engineering,Massachusetts Institute of Technology,3.7,Mathematics,Fraternity 1,Varsity Men's Soccer,AIAA,Engineers without Borders,Aviation Club,Habitat for Humanity,Economics Club,Communication,C++,Microsoft Word,Experimental Design,Matlab,1,
291,Male,Asian,59,Duke University,3.5,Aerospace Engineering,,,,Fraternity 3,Varsity Football,AIAA,Electric Vehicles Club,Rocket Club,Engineers without Borders,,Simulation,CAD,Python,Coding,,1,
292,Male,Hispanic,55,University of Tokyo,3.7,Mechanical Engineering,Yale University,3.7,Computer Engineering,Fraternity 3,Varsity Men's Soccer,AIAA,Robotics Club,Economics Club,Ultimate Frisbee,Hacking Club,Microsoft Excel,Simulation,LaTeX,Microsoft Word,Math,1,
293,Male,Asian,25,Imperial College London,3.2,Physics,,,,Varsity Hockey,Fraternity 3,Aviation Club,Ultimate Frisbee,Rocket Club,Engineers without Borders,,Simulation,Communication,Microsoft Word,Microsoft Excel,,1,
294,Male,Other,31,Stanford University,3.5,Mechanical Engineering,Cornell University,3.5,Computer Engineering,Fraternity 1,Varsity Hockey,Robotics Club,Electric Vehicles Club,Student Government,Engineers without Borders,Aviation Club,LaTeX,Math,Robotics,Simulation,Prototyping,1,
295,Male,Asian,60,University of Wisconsin–Madison,3.5,Computer Engineering,,,,Fraternity 1,Varsity Men's Soccer,Ultimate Frisbee,Rocket Club,ASME,Student Government,,Python,Simulink,Coding,CAD,,1,
296,Male,Asian,37,University of Tokyo,3.4,Computer Engineering,,,,Fraternity 2,Fraternity 3,Ultimate Frisbee,Aviation Club,Hacking Club,IEEE,,Communication,Experimental Design,C++,ROS,,1,
297,Male,Black,41,Swiss Federal Institute of Technology in Zurich,3.5,Mechanical Engineering,Harvard University,3.5,Physics,Fraternity 1,Fraternity 3,Aviation Club,Student Government,Electric Vehicles Club,Engineers without Borders,Tau Beta Pi,Python,Math,ROS,Presenting,Simulink,1,
298,Male,Unspecified,49,University of Cambridge,3.5,Physics,Columbia University,3.7,Electrical Engineering,Varsity Hockey,Varsity Men's Soccer,Aviation Club,Engineers without Borders,ASME,IEEE,Hacking Club,LaTeX,Microsoft Excel,Simulink,Experimental Design,Prototyping,1,
299,Male,Black,48,University of Pennsylvania,3.7,Physics,Weizmann Institute of Science,3.7,Mathematics,Varsity Men's Soccer,Varsity Football,Aviation Club,Robotics Club,Economics Club,ASME,Electric Vehicles Club,Python,Matlab,Microsoft Word,Communication,Microsoft Excel,1,
300,Male,White,49,Imperial College London,3.2,Computer Engineering,,,,Varsity Men's Track & Field,Varsity Hockey,Aviation Club,Economics Club,AIAA,Tau Beta Pi,,C++,CAD,Python,Communication,,1,
301,Male,Black,37,Hebrew University of Jerusalem,3.4,Mechanical Engineering,,,,Fraternity 1,Fraternity 2,Economics Club,Hacking Club,Aviation Club,Habitat for Humanity,,CAD,Prototyping,ROS,Microsoft Word,,1,
302,Male,Unspecified,34,University of Tokyo,3.7,Mathematics,Yale University,3.6,Computer Engineering,Fraternity 1,Varsity Men's Track & Field,IEEE,Engineers without Borders,AIAA,Ultimate Frisbee,Tau Beta Pi,Microsoft Word,Coding,CAD,Prototyping,Communication,1,
303,Male,White,36,University of California Berkeley,3.2,Computer Engineering,,,,Fraternity 2,Varsity Football,AIAA,Rocket Club,Ultimate Frisbee,Aviation Club,,Presenting,Communication,Simulink,Prototyping,,1,
304,Male,Other,36,New York University,3.2,Computer Engineering,,,,Varsity Football,Varsity Hockey,Student Government,Robotics Club,Electric Vehicles Club,Engineers without Borders,,Coding,Microsoft Word,Simulation,CAD,,1,
305,Male,Other,27,University of Wisconsin–Madison,3.4,Aerospace Engineering,,,,Fraternity 1,Varsity Men's Soccer,Engineers without Borders,Aviation Club,Robotics Club,Rocket Club,,Simulation,ROS,C++,Simulink,,1,
306,Male,Other,30,Princeton University,3.7,Electrical Engineering,Weizmann Institute of Science,3.7,Physics,Varsity Men's Track & Field,Fraternity 2,Ultimate Frisbee,Rocket Club,Aviation Club,Hacking Club,Economics Club,Prototyping,Simulink,CAD,ROS,Experimental Design,1,
307,Male,Other,26,Stanford University,3.6,Computer Engineering,Harvard University,3.5,Mathematics,Fraternity 3,Varsity Men's Track & Field,IEEE,Engineers without Borders,Economics Club,Robotics Club,AIAA,C++,Microsoft Word,Simulation,CAD,Math,1,
308,Male,White,40,Cornell University,3.7,Computer Engineering,Johns Hopkins University,3.7,Physics,Varsity Men's Track & Field,Fraternity 1,Habitat for Humanity,Student Government,Economics Club,Hacking Club,Tau Beta Pi,C++,Communication,Simulink,Microsoft Excel,Experimental Design,1,
309,Male,Asian,36,Harvard University,3.6,Physics,University of Pennsylvania,3.6,Physics,Varsity Men's Soccer,Fraternity 1,Engineers without Borders,Ultimate Frisbee,Electric Vehicles Club,Rocket Club,Habitat for Humanity,Simulation,Experimental Design,Microsoft Word,Microsoft Excel,Prototyping,1,
310,Male,Asian,25,Cornell University,3.7,Mathematics,University of California Los Angeles,3.6,Computer Engineering,Varsity Men's Soccer,Varsity Hockey,Aviation Club,Student Government,Habitat for Humanity,IEEE,AIAA,ROS,Presenting,Robotics,Communication,Experimental Design,1,
311,Male,Hispanic,56,University of Pennsylvania,3.7,Electrical Engineering,University of Tokyo,3.5,Aerospace Engineering,Fraternity 2,Fraternity 3,Rocket Club,Student Government,Aviation Club,Engineers without Borders,AIAA,Simulation,Microsoft Word,Microsoft Excel,LaTeX,Experimental Design,1,
312,Male,Hispanic,63,Cornell University,3.6,Physics,Stanford University,3.7,Mechanical Engineering,Varsity Men's Soccer,Fraternity 1,Student Government,AIAA,ASME,Ultimate Frisbee,Habitat for Humanity,Python,Communication,Math,Matlab,Simulation,1,
313,Male,White,31,California Institute of Technology,3.7,Electrical Engineering,Kyoto University,3.5,Mathematics,Fraternity 1,Varsity Hockey,Rocket Club,Robotics Club,Tau Beta Pi,Ultimate Frisbee,Hacking Club,Experimental Design,LaTeX,Communication,Simulation,CAD,1,
314,Male,Black,34,Cornell University,3.3,Mathematics,,,,Fraternity 2,Varsity Hockey,Ultimate Frisbee,IEEE,Economics Club,Aviation Club,,Coding,Microsoft Word,C++,Python,,1,
315,Male,Other,36,Kyoto University,3.4,Mechanical Engineering,,,,Varsity Men's Track & Field,Fraternity 3,Engineers without Borders,IEEE,Economics Club,Ultimate Frisbee,,Coding,ROS,Microsoft Excel,C++,,1,
316,Male,Unspecified,39,Hebrew University of Jerusalem,3.5,Mechanical Engineering,,,,Varsity Men's Track & Field,Varsity Football,Engineers without Borders,Hacking Club,Aviation Club,Electric Vehicles Club,,Simulink,Presenting,Microsoft Excel,Matlab,,1,
317,Male,Hispanic,41,Kyoto University,3.6,Mathematics,University of Chicago,3.5,Aerospace Engineering,Fraternity 3,Fraternity 1,Ultimate Frisbee,Tau Beta Pi,AIAA,Economics Club,IEEE,Coding,Presenting,Communication,Math,CAD,1,
318,Male,Hispanic,23,Kyoto University,3.7,Mechanical Engineering,Yale University,3.6,Mechanical Engineering,Varsity Men's Track & Field,Fraternity 2,IEEE,Robotics Club,Rocket Club,Economics Club,AIAA,Communication,LaTeX,Simulink,ROS,Presenting,1,
319,Male,Black,39,University of Texas Southwestern Medical Center,3.2,Aerospace Engineering,,,,Fraternity 3,Varsity Men's Track & Field,Hacking Club,Student Government,Engineers without Borders,IEEE,,LaTeX,Experimental Design,Communication,Matlab,,1,
320,Male,Black,60,Massachusetts Institute of Technology,3.6,Computer Engineering,University of Chicago,3.5,Mathematics,Fraternity 3,Fraternity 2,Economics Club,IEEE,AIAA,Rocket Club,Ultimate Frisbee,Math,Presenting,Simulation,Communication,Coding,1,
321,Male,White,30,University of Tokyo,3.2,Mechanical Engineering,,,,Fraternity 1,Varsity Hockey,Tau Beta Pi,Habitat for Humanity,Economics Club,Electric Vehicles Club,,Presenting,Coding,Prototyping,Microsoft Word,,1,
322,Male,Unspecified,41,Columbia University,3.7,Aerospace Engineering,University of California Berkeley,3.5,Computer Engineering,Varsity Football,Varsity Men's Soccer,Ultimate Frisbee,Engineers without Borders,Habitat for Humanity,Student Government,Economics Club,Presenting,Simulink,C++,Prototyping,Microsoft Excel,1,
323,Male,Other,42,University of Texas Southwestern Medical Center,3.5,Aerospace Engineering,,,,Fraternity 3,Varsity Men's Track & Field,IEEE,Ultimate Frisbee,Habitat for Humanity,Aviation Club,,Math,CAD,Experimental Design,Coding,,1,
324,Male,Black,45,University of Pennsylvania,3.2,Mathematics,,,,Varsity Football,Varsity Men's Soccer,IEEE,ASME,Electric Vehicles Club,AIAA,,Microsoft Excel,Coding,Simulink,Presenting,,1,
325,Male,Other,50,Swiss Federal Institute of Technology in Zurich,3.4,Electrical Engineering,,,,Varsity Hockey,Varsity Football,Hacking Club,IEEE,Aviation Club,Habitat for Humanity,,LaTeX,C++,Prototyping,Simulink,,1,
326,Male,Other,23,California Institute of Technology,3.6,Electrical Engineering,Harvard University,3.5,Mechanical Engineering,Fraternity 3,Varsity Hockey,IEEE,Aviation Club,Rocket Club,Hacking Club,Economics Club,Simulink,C++,Math,Experimental Design,ROS,1,
327,Male,Unspecified,24,Weizmann Institute of Science,3.7,Physics,University of Chicago,3.6,Aerospace Engineering,Fraternity 3,Fraternity 2,Economics Club,AIAA,Ultimate Frisbee,Engineers without Borders,Habitat for Humanity,Robotics,CAD,Communication,Simulink,Coding,1,
328,Male,White,40,Weizmann Institute of Science,3.7,Electrical Engineering,Weizmann Institute of Science,3.6,Mathematics,Fraternity 3,Varsity Football,Electric Vehicles Club,Aviation Club,Ultimate Frisbee,ASME,Tau Beta Pi,Robotics,Prototyping,Python,Microsoft Excel,Simulink,1,
329,Male,Black,37,Duke University,3.3,Electrical Engineering,,,,Varsity Hockey,Varsity Football,Student Government,Habitat for Humanity,IEEE,Economics Club,,Experimental Design,Microsoft Word,ROS,Simulink,,1,
330,Male,Hispanic,24,Kyoto University,3.5,Computer Engineering,,,,Varsity Men's Soccer,Varsity Football,Student Government,Aviation Club,AIAA,Electric Vehicles Club,,Communication,Matlab,Presenting,Microsoft Excel,,1,
331,Male,Hispanic,35,Imperial College London,3.3,Mechanical Engineering,,,,Varsity Men's Soccer,Varsity Football,IEEE,Rocket Club,Student Government,Economics Club,,Prototyping,Experimental Design,Simulink,C++,,1,
332,Male,Black,64,Yale University,3.6,Physics,Weizmann Institute of Science,3.6,Physics,Fraternity 2,Fraternity 3,Rocket Club,Hacking Club,AIAA,Economics Club,Habitat for Humanity,Robotics,C++,Python,LaTeX,Simulink,1,
333,Male,Unspecified,53,University of Chicago,3.4,Mechanical Engineering,,,,Fraternity 3,Fraternity 1,Rocket Club,AIAA,Habitat for Humanity,Hacking Club,,Math,Matlab,CAD,Simulation,,1,
334,Male,Asian,56,Stanford University,3.5,Physics,Swiss Federal Institute of Technology in Zurich,3.6,Mathematics,Varsity Men's Soccer,Fraternity 1,Aviation Club,Electric Vehicles Club,Hacking Club,Habitat for Humanity,IEEE,Microsoft Excel,Experimental Design,Communication,Math,CAD,1,
335,Male,Black,27,Kyoto University,3.5,Aerospace Engineering,Harvard University,3.5,Computer Engineering,Varsity Football,Varsity Men's Track & Field,Tau Beta Pi,Student Government,Electric Vehicles Club,Aviation Club,Economics Club,Simulation,Python,LaTeX,Math,C++,1,
336,Male,Unspecified,48,Swiss Federal Institute of Technology in Zurich,3.3,Mathematics,,,,Varsity Hockey,Varsity Football,Tau Beta Pi,Robotics Club,ASME,Economics Club,,Communication,LaTeX,Experimental Design,Python,,1,
337,Male,White,46,University of Cambridge,3.7,Electrical Engineering,Columbia University,3.6,Mechanical Engineering,Varsity Football,Varsity Men's Track & Field,AIAA,ASME,Engineers without Borders,Robotics Club,Electric Vehicles Club,Coding,Communication,Microsoft Word,Presenting,Experimental Design,1,
338,Male,Asian,26,Harvard University,3.6,Electrical Engineering,University of Cambridge,3.7,Electrical Engineering,Varsity Men's Soccer,Fraternity 3,Engineers without Borders,Electric Vehicles Club,Tau Beta Pi,Rocket Club,ASME,Microsoft Excel,C++,CAD,Experimental Design,ROS,1,
339,Male,Hispanic,42,Johns Hopkins University,3.6,Physics,University of Oxford,3.5,Computer Engineering,Varsity Football,Varsity Men's Track & Field,Rocket Club,Student Government,Aviation Club,Habitat for Humanity,Economics Club,Coding,Prototyping,CAD,C++,LaTeX,1,
340,Male,Other,36,Yale University,3.6,Physics,Kyoto University,3.5,Physics,Fraternity 1,Fraternity 3,Tau Beta Pi,Habitat for Humanity,Economics Club,Student Government,ASME,Microsoft Excel,Communication,Math,Simulink,C++,1,
341,Male,Asian,61,University of California Los Angeles,3.6,Electrical Engineering,Kyoto University,3.5,Computer Engineering,Fraternity 1,Fraternity 2,Rocket Club,Habitat for Humanity,Tau Beta Pi,Engineers without Borders,Economics Club,Simulink,Microsoft Excel,C++,Robotics,Coding,1,
342,Male,Unspecified,58,Weizmann Institute of Science,3.5,Computer Engineering,,,,Fraternity 2,Varsity Men's Soccer,Electric Vehicles Club,Economics Club,Rocket Club,Hacking Club,,LaTeX,Prototyping,Simulation,Presenting,,1,
343,Male,Hispanic,43,University of Tokyo,3.7,Physics,California Institute of Technology,3.7,Electrical Engineering,Varsity Hockey,Fraternity 3,Student Government,Robotics Club,Hacking Club,Engineers without Borders,Rocket Club,Matlab,Experimental Design,LaTeX,Prototyping,Simulation,1,
344,Male,Asian,29,Princeton University,3.5,Mathematics,University of Cambridge,3.6,Mathematics,Fraternity 3,Varsity Football,Ultimate Frisbee,Habitat for Humanity,Student Government,Hacking Club,Economics Club,Robotics,Communication,Simulation,Microsoft Word,Math,1,
345,Male,Other,35,Massachusetts Institute of Technology,3.5,Mathematics,University of Oxford,3.7,Mechanical Engineering,Fraternity 1,Varsity Men's Track & Field,Ultimate Frisbee,Habitat for Humanity,Rocket Club,Engineers without Borders,Electric Vehicles Club,CAD,C++,Simulink,Prototyping,Matlab,1,
346,Male,Hispanic,53,University of Pennsylvania,3.5,Physics,,,,Fraternity 2,Varsity Men's Track & Field,Habitat for Humanity,Robotics Club,AIAA,IEEE,,Simulink,Microsoft Excel,Prototyping,ROS,,1,
347,Male,Hispanic,49,Cornell University,3.5,Mathematics,,,,Fraternity 2,Varsity Hockey,Ultimate Frisbee,Rocket Club,Engineers without Borders,IEEE,,Presenting,LaTeX,Coding,Simulink,,1,
348,Male,Black,41,Kyoto University,3.6,Physics,Cornell University,3.6,Aerospace Engineering,Varsity Hockey,Fraternity 3,Engineers without Borders,Habitat for Humanity,Student Government,Rocket Club,Economics Club,Matlab,C++,ROS,Python,Robotics,1,
349,Male,Other,51,Weizmann Institute of Science,3.7,Mechanical Engineering,University of Oxford,3.5,Aerospace Engineering,Varsity Men's Soccer,Varsity Football,IEEE,Economics Club,Ultimate Frisbee,Hacking Club,AIAA,Simulink,Coding,CAD,Robotics,LaTeX,1,
350,Male,Unspecified,26,University of Pennsylvania,3.5,Mechanical Engineering,Columbia University,3.6,Electrical Engineering,Varsity Football,Fraternity 1,Habitat for Humanity,Engineers without Borders,Student Government,Rocket Club,Electric Vehicles Club,Communication,ROS,Prototyping,Microsoft Word,Experimental Design,1,
351,Male,Hispanic,31,Stanford University,3.7,Mathematics,University of Cambridge,3.5,Physics,Varsity Men's Track & Field,Varsity Football,ASME,Rocket Club,Robotics Club,Electric Vehicles Club,Aviation Club,Python,CAD,Presenting,Microsoft Excel,Microsoft Word,1,
352,Male,Other,39,California Institute of Technology,3.7,Aerospace Engineering,University of California Los Angeles,3.5,Physics,Varsity Men's Soccer,Fraternity 1,Economics Club,Aviation Club,Rocket Club,Habitat for Humanity,Student Government,Math,Simulation,Prototyping,Presenting,C++,1,
353,Male,Unspecified,45,Hebrew University of Jerusalem,3.5,Mechanical Engineering,,,,Fraternity 1,Fraternity 2,Hacking Club,Tau Beta Pi,Aviation Club,Electric Vehicles Club,,C++,Robotics,Math,Simulation,,1,
354,Male,Other,40,Kyoto University,3.5,Mathematics,,,,Varsity Hockey,Varsity Men's Soccer,Habitat for Humanity,Robotics Club,AIAA,Ultimate Frisbee,,Robotics,Matlab,LaTeX,Prototyping,,1,
355,Male,White,35,University of California San Francisco,3.2,Aerospace Engineering,,,,Varsity Football,Fraternity 1,Aviation Club,Engineers without Borders,Electric Vehicles Club,Tau Beta Pi,,ROS,C++,Simulink,Math,,1,
356,Male,Asian,36,New York University,3.4,Physics,,,,Fraternity 3,Varsity Football,AIAA,Student Government,Economics Club,Hacking Club,,ROS,CAD,Communication,Simulink,,1,
357,Male,Unspecified,42,Princeton University,3.7,Electrical Engineering,Massachusetts Institute of Technology,3.5,Mathematics,Varsity Men's Soccer,Varsity Hockey,Rocket Club,Engineers without Borders,AIAA,Aviation Club,Tau Beta Pi,Matlab,Simulation,Experimental Design,Robotics,CAD,1,
